,processed_end_dates,end_year,end_month,days_until_end,end_in_past,processed_start_dates,start_year,start_month,days_since_start,start_in_future,num_skills,contains_python,contains_java,contains_excel,contains_sql,contains_leadership,contains_data,num_positions,contains_manager,contains_developer,contains_analyst,contains_engineer,contains_consultant,contains_executive,num_locations,contains_remote,contains_usa,contains_india,contains_bangladesh,contains_uk,contains_canada,location_type,responsibilities_word_count,responsibilities_sentence_count,responsibilities_contains_manage,responsibilities_contains_develop,responsibilities_contains_coordinate,responsibilities_contains_lead,responsibilities_contains_analyze,responsibilities_contains_design,num_activity_types,contains_sports,contains_volunteering,contains_arts,contains_music,contains_debate,contains_coding,num_organizations,contains_university,contains_club,contains_society,contains_association,contains_foundation,num_unique_links,is_invalid_link,num_roles,is_manager,is_developer,is_engineer,is_analyst,is_designer,is_consultant,num_languages,knows_english,knows_spanish,knows_french,knows_german,knows_hindi,knows_mandarin,num_proficiencies,is_fluent,is_native,is_proficient,is_advanced,is_bilingual,num_certification_providers,is_coursera,is_linkedin_learning,is_udemy,is_google,is_microsoft,is_aws,common_providers,other_providers,num_common_providers,num_other_providers,num_certification_skills,has_skill_python,has_skill_java,has_skill_excel,has_skill_sql,has_skill_data,has_skill_management,num_links,has_invalid_links,processed_issue_dates,issue_year,issue_month,days_since_issue,processed_expiry_dates,expiry_year,expiry_month,days_until_expiry,is_expired,primary_role,is_trainee,is_executive,is_administrator,degrees_extracted,fields_extracted,education_level,is_bachelor,is_master,is_phd,is_diploma,is_honors,is_computer_science,is_engineering,is_mechanical_engineering,is_civil_engineering,min_experience,max_experience,experience_category,is_less_than_2_years,is_between_2_and_5_years,is_more_than_5_years,min_age,max_age,is_age_specified,num_responsibilities,contains_machine_learning,contains_data_analysis,contains_troubleshooting,contains_quality,num_skills_required,contains_communication,contains_marketing
649,2024-12-27,2024.0,12.0,0,0,2011-12-01,2011.0,12.0,4775,0,4,0,0,0,0,0,0,4,0,0,1,0,0,1,7,0,0,0,0,0,0,international,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,[],"['computer science', 'engineering']",0,0,0,0,0,0,1,1,0,0,1,,<2 years,1,0,0,,,False,14,0,0,1,0,0,0,0
650,,,,-1,1,2019-12-01,2019.0,12.0,1853,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,international,60,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,administrator,0,0,1,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,4,5.0,2-5 years,0,1,0,,,False,20,0,0,1,0,3,0,0
651,2015-08-01,2015.0,8.0,-3436,1,2000-09-01,2000.0,9.0,8883,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,1,0,0,0,domestic,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,['bachelor'],[],2,1,0,0,0,0,0,0,0,0,0,,<2 years,1,0,0,20.0,35.0,True,8,0,0,0,0,0,0,0
652,2016-05-01,2016.0,5.0,-3162,1,2000-04-01,2000.0,4.0,9036,0,11,0,0,0,0,0,0,4,1,0,0,1,0,0,6,0,0,0,0,0,0,international,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,administrator,0,0,1,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,4,5.0,2-5 years,0,1,0,,,False,20,0,0,1,0,3,0,0
653,2024-12-27,2024.0,12.0,0,0,2019-06-01,2019.0,6.0,2036,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,international,23,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,['bachelor'],[],2,1,0,0,0,0,0,0,0,0,5,8.0,2-5 years,0,1,0,,,False,9,0,0,0,1,6,0,0
654,2014-08-01,2014.0,8.0,-3801,1,2002-01-01,2002.0,1.0,8396,0,7,0,0,0,0,0,0,7,1,0,0,0,1,0,14,0,0,0,0,0,0,international,24,1,1,0,0,0,0,1,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,other,0,0,0,['bachelor'],[],2,1,0,0,0,0,0,0,0,0,5,10.0,2-5 years,0,1,0,30.0,40.0,True,13,0,1,0,0,4,0,0
655,2020-10-01,2020.0,10.0,-1548,1,2020-04-01,2020.0,4.0,1731,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,international,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,['bachelor'],"['engineering', 'civil engineering']",2,1,0,0,0,0,0,1,0,1,1,2.0,<2 years,1,0,0,25.0,30.0,True,19,0,0,0,1,4,0,0
656,2024-12-27,2024.0,12.0,0,0,1996-09-01,1996.0,9.0,10344,0,38,1,0,0,0,0,0,4,1,0,0,0,0,0,8,0,0,0,0,0,0,international,20,1,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],['internal revenue service'],0,1,0,0,0,0,0,0,0,0,1,2015-01-01,2015.0,1.0,3648,,,,-1,1,engineer,0,0,0,"['bachelor', 'master']","['computer science', 'engineering']",3,1,1,0,0,0,1,1,0,0,0,,<2 years,1,0,0,,,False,11,1,1,0,0,5,0,0
657,2015-01-01,2015.0,1.0,-3648,1,2004-01-01,2004.0,1.0,7666,0,18,0,0,0,0,0,0,4,0,0,1,1,0,0,4,0,1,0,0,0,0,domestic,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,[],"['mcse', 'itil']",0,2,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,['master'],[],3,0,1,0,0,0,0,0,0,0,3,,2-5 years,0,1,0,,,False,5,0,0,0,0,6,0,0
658,,,,-1,1,,,,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,international,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,['master'],[],3,0,1,0,0,0,0,0,0,0,2,4.0,2-5 years,0,1,0,,,False,7,0,0,0,0,2,0,0
659,2024-12-27,2024.0,12.0,0,0,2005-09-01,2005.0,9.0,7057,0,3,0,0,0,0,0,0,3,1,0,1,1,0,0,6,0,0,0,0,0,0,international,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,[],"['certified scrum master csm', 'certified tester foundation level ctfl', 'agile scrum foundation', 'linkedin']",0,4,0,0,0,0,0,0,0,0,1,,,,-1,2022-05-01,2022.0,5.0,-971,1,executive,0,1,0,[],[],0,0,0,0,0,0,0,0,0,0,1,3.0,<2 years,1,0,0,,,False,7,0,0,0,0,1,0,0
660,,,,-1,1,,,,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,international,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,1,3.0,<2 years,1,0,0,22.0,30.0,True,4,0,0,0,1,2,0,0
661,,,,-1,1,,,,-1,1,22,1,0,0,0,0,0,8,0,0,1,1,0,0,16,0,0,0,0,0,0,international,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,"['bachelor', 'master']","['computer science', 'engineering']",3,1,1,0,0,0,1,1,0,0,0,,<2 years,1,0,0,,,False,11,1,1,0,0,5,0,0
662,,,,-1,1,2019-03-01,2019.0,3.0,2128,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,international,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,1,3.0,<2 years,1,0,0,22.0,30.0,True,4,0,0,0,1,2,0,0
663,2020-01-01,2020.0,1.0,-1822,1,2019-08-01,2019.0,8.0,1975,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,international,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,['master'],[],3,0,1,0,0,0,0,0,0,0,3,,2-5 years,0,1,0,,,False,5,0,0,0,0,6,0,0
664,2020-06-01,2020.0,6.0,-1670,1,2016-05-01,2016.0,5.0,3162,0,3,1,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,international,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,"['bachelor', 'master']","['computer science', 'engineering']",3,1,1,0,0,0,1,1,0,0,0,,<2 years,1,0,0,,,False,11,1,1,0,0,5,0,0
665,2024-12-27,2024.0,12.0,0,0,2019-05-01,2019.0,5.0,2067,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,international,23,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,[],[],0,0,0,0,0,0,0,0,0,0,1,3.0,<2 years,1,0,0,,,False,7,0,0,0,0,1,0,0
666,2024-12-27,2024.0,12.0,0,0,2014-05-01,2014.0,5.0,3893,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,international,9,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],0,0,0,0,0,0,0,0,0,0,1,2015-10-01,2015.0,10.0,3375,,,,-1,1,executive,0,1,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,1,3.0,<2 years,1,0,0,22.0,30.0,True,4,0,0,0,1,2,0,0
667,2020-10-01,2020.0,10.0,-1548,1,2020-05-01,2020.0,5.0,1701,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,international,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,[],"['engineering', 'civil engineering']",0,0,0,0,0,0,0,1,0,1,5,,2-5 years,0,1,0,,,False,11,0,0,0,0,4,0,0
668,2024-12-27,2024.0,12.0,0,0,2003-01-01,2003.0,1.0,8031,0,12,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,international,38,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,developer,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,3,7.0,2-5 years,0,1,0,,,False,11,0,0,0,0,0,0,0
669,2024-12-27,2024.0,12.0,0,0,1992-01-01,1992.0,1.0,12049,0,14,0,1,0,0,0,0,4,1,0,0,1,0,0,8,0,0,0,0,0,0,international,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],['cpa'],0,1,0,0,0,0,0,0,0,0,1,2013-01-01,2013.0,1.0,4378,,,,-1,1,engineer,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,3,,2-5 years,0,1,0,,,False,9,0,0,0,0,8,0,0
670,2024-12-27,2024.0,12.0,0,0,1994-01-01,1994.0,1.0,11318,0,7,0,0,0,0,0,0,7,1,0,0,0,1,0,14,0,0,0,0,0,0,international,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,other,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,1,,<2 years,1,0,0,,,False,6,0,0,0,0,9,0,1
671,2020-01-01,2020.0,1.0,-1822,1,2019-06-01,2019.0,6.0,2036,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,international,24,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,other,0,0,0,['bachelor'],[],2,1,0,0,0,0,0,0,0,0,5,10.0,2-5 years,0,1,0,30.0,40.0,True,13,0,1,0,0,4,0,0
672,2024-12-27,2024.0,12.0,0,0,2006-08-01,2006.0,8.0,6723,0,17,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,international,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],['microsoft certification'],0,1,0,0,0,0,0,0,0,0,1,2013-05-01,2013.0,5.0,4258,,,,-1,1,other,0,0,0,['master'],[],3,0,1,0,0,0,0,0,0,0,15,,>5 years,0,0,1,,,False,6,0,0,0,0,3,0,0
673,2015-01-01,2015.0,1.0,-3648,1,1993-01-01,1993.0,1.0,11683,0,12,0,0,0,0,0,0,3,1,0,0,1,0,0,6,0,0,0,0,0,0,international,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,other,0,0,0,['bachelor'],[],2,1,0,0,0,0,0,0,0,0,0,,<2 years,1,0,0,18.0,30.0,True,10,0,0,0,0,1,0,0
674,2024-12-27,2024.0,12.0,0,0,2019-11-01,2019.0,11.0,1883,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,international,24,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,other,0,0,0,['bachelor'],[],2,1,0,0,0,0,0,0,0,0,5,10.0,2-5 years,0,1,0,30.0,40.0,True,13,0,1,0,0,4,0,0
675,2024-12-27,2024.0,12.0,0,0,2005-12-01,2005.0,12.0,6966,0,10,0,0,0,0,0,0,4,0,1,0,1,0,0,8,0,0,0,0,0,0,international,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,[],"['computer science', 'engineering']",0,0,0,0,0,0,1,1,0,0,1,,<2 years,1,0,0,,,False,14,0,0,1,0,0,0,0
676,2024-12-27,2024.0,12.0,0,0,2019-04-01,2019.0,4.0,2097,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,international,20,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,['master'],[],3,0,1,0,0,0,0,0,0,0,2,4.0,2-5 years,0,1,0,,,False,7,0,0,0,0,2,0,0
677,2017-08-01,2017.0,8.0,-2705,1,1981-01-01,1981.0,1.0,16066,0,25,0,0,0,0,0,0,7,1,0,0,1,0,0,14,0,0,0,0,0,0,international,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,[],"['mrperp', 'altiumprotel', 'windows', 'wds mrp software', 'autocad', 'outlook', 'shop floor control', 'polydyne quote software', 'project', 'excel', 'syteline mrp software', 'access', 'ms great plains', 'adobe acrobat', 'powerpoint', 'sharepoint', 'word', 'compliantpro']",0,18,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,['bachelor'],"['engineering', 'civil engineering']",2,1,0,0,0,0,0,1,0,1,1,2.0,<2 years,1,0,0,25.0,30.0,True,19,0,0,0,1,4,0,0
678,2015-08-01,2015.0,8.0,-3436,1,1987-02-01,1987.0,2.0,13844,0,34,0,0,0,0,0,0,8,1,0,0,1,0,0,16,0,0,0,0,0,0,international,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,manager,0,0,0,"['bachelor', 'master']",[],3,1,1,0,0,0,0,0,0,0,5,6.0,2-5 years,0,1,0,25.0,40.0,True,10,0,0,0,0,3,0,0
679,2024-12-27,2024.0,12.0,0,0,1996-09-01,1996.0,9.0,10344,0,38,0,1,0,0,0,0,4,1,0,0,0,0,0,8,0,0,0,0,0,0,international,23,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],['internal revenue service'],0,1,0,0,0,0,0,0,0,0,1,2015-01-01,2015.0,1.0,3648,,,,-1,1,engineer,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,3,,2-5 years,0,1,0,,,False,9,0,0,0,0,8,0,0
680,2015-09-01,2015.0,9.0,-3405,1,2006-09-01,2006.0,9.0,6692,0,8,0,0,0,0,0,0,6,1,0,0,0,0,0,12,0,0,0,0,0,0,international,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,other,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,1,,<2 years,1,0,0,,,False,6,0,0,0,0,9,0,1
681,,,,-1,1,1977-01-01,1977.0,1.0,17527,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,0,0,international,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,manager,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,5,,2-5 years,0,1,0,,,False,18,0,0,0,0,3,0,0
682,2018-05-01,2018.0,5.0,-2432,1,1999-10-01,1999.0,10.0,9219,0,21,0,0,0,0,0,0,10,0,0,0,1,1,0,10,0,0,0,0,0,0,international,43,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,[],"['computer science', 'engineering']",0,0,0,0,0,0,1,1,0,0,5,,2-5 years,0,1,0,,,False,19,1,1,0,0,0,0,0
683,2024-12-27,2024.0,12.0,0,0,2019-01-01,2019.0,1.0,2187,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,international,30,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,['bachelor'],['computer science'],2,1,0,0,0,0,1,0,0,0,4,,2-5 years,0,1,0,,,False,15,0,0,0,1,8,0,0
684,,,,-1,1,2018-06-01,2018.0,6.0,2401,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,international,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,designer,0,0,0,['bachelor'],"['engineering', 'mechanical engineering']",2,1,0,0,0,0,0,1,1,0,5,,2-5 years,0,1,0,,,False,8,0,0,0,0,2,0,0
685,,,,-1,1,2021-09-01,2021.0,9.0,1213,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,international,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,designer,0,0,0,['bachelor'],"['engineering', 'mechanical engineering']",2,1,0,0,0,0,0,1,1,0,5,,2-5 years,0,1,0,,,False,8,0,0,0,0,2,0,0
686,2016-01-01,2016.0,1.0,-3283,1,1980-02-01,1980.0,2.0,16401,0,25,0,0,0,0,0,0,4,1,0,0,1,0,0,8,0,0,0,0,0,0,international,38,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,developer,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,3,7.0,2-5 years,0,1,0,,,False,11,0,0,0,0,0,0,0
687,,,,-1,1,2019-06-01,2019.0,6.0,2036,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,international,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],['google cloud'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,manager,0,0,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,5,,2-5 years,0,1,0,,,False,18,0,0,0,0,3,0,0
688,,,,-1,1,,,,-1,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,international,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,executive,0,1,0,"['bachelor', 'honors']",[],2,1,0,0,0,1,0,0,0,0,1,3.0,<2 years,1,0,0,22.0,30.0,True,4,0,0,0,1,2,0,0
689,2024-12-27,2024.0,12.0,0,0,1983-01-01,1983.0,1.0,15336,0,23,0,0,0,0,0,0,7,1,0,0,0,0,1,14,0,0,0,0,0,0,international,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],['unknown'],0,1,0,0,0,0,0,0,0,0,1,,,,-1,,,,-1,1,engineer,0,0,0,"['bachelor', 'diploma']","['engineering', 'mechanical engineering']",2,1,0,0,1,0,0,1,1,0,2,5.0,2-5 years,0,1,0,25.0,40.0,True,4,0,0,1,0,2,0,0
